player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Cedrick Beavers,184734,CB,OLE MISS,6,1,10.7,66.7,100.0,9.8,6.6,0,0,2,22.2,226,68.4,67.7,79.2,,59.9,43.7,1,18,16.7,1,2,0,39.8,6,62,62,2,4,9,0,47,19,0.8,7.8
Raymond Collins,184738,LB,OLE MISS,2,0,,,100.0,,,0,0,0,,226,62.2,59.5,69.3,,56.0,77.5,0,,0.0,0,0,0,0.0,0,2,2,0,1,0,0,0,0,0.0,
Kam Franklin,184741,ED,OLE MISS,15,1,,,0.5,,,0,0,1,,226,71.5,71.2,60.5,65.1,70.8,75.2,0,,22.2,2,1,2,0.0,0,2,383,10,6,0,0,0,0,0.0,
Andy Jaffe,184743,S,OLE MISS,3,0,,,83.3,,,0,0,0,,226,62.0,63.4,69.2,60.0,63.4,73.1,0,,,0,0,0,0.0,0,5,6,0,0,0,0,0,0,0.0,
Anthony Robinson III,184746,S,OLE MISS,4,0,8.5,50.0,100.0,6.5,3.3,0,0,0,0.0,226,42.0,34.5,90.4,,32.6,22.2,0,10,,0,0,1,100.0,2,15,15,0,0,4,1,16,14,1.2,8.0
Stonka Burnside,184751,S,MISS STATE,1,0,14.0,100.0,100.0,8.0,8.0,0,0,0,0.0,227,48.6,49.9,72.1,,60.0,,0,7,,0,0,0,135.4,1,11,11,0,0,1,1,7,0,0.9,7.0
Elijah Cannon,184752,CB,MISS STATE,1,0,20.0,0.0,100.0,,3.0,0,0,0,0.0,227,71.4,71.7,72.6,,61.2,,0,,,0,0,0,39.6,0,4,4,0,0,1,0,0,0,0.0,
Marcus Ross,184761,LB,LA MONROE,12,2,2.6,61.5,80.5,21.9,13.5,0,0,0,0.0,209,71.1,71.4,0.0,62.2,75.0,54.1,0,17,27.3,3,0,3,103.4,8,186,231,5,6,13,1,76,75,0.4,9.5
Tyler Woodard,184766,S,MISS STATE,2,0,-3.0,100.0,95.7,22.0,22.0,0,0,0,0.0,227,61.2,66.7,77.2,60.0,72.6,46.9,0,3,50.0,1,0,0,79.2,1,22,23,0,1,1,0,3,6,0.1,3.0
Joseph Harper,184773,LB,SO MISS,13,2,5.2,75.0,69.6,7.8,5.9,0,0,0,0.0,296,51.8,67.1,29.1,59.3,80.9,82.4,0,27,0.0,0,0,1,94.0,12,96,138,5,10,16,0,113,56,1.2,9.4
Jameer Lewis,184776,ED,SO MISS,12,3,-1.4,100.0,13.2,3.8,3.8,0,0,1,20.0,296,74.9,69.7,29.8,75.7,59.7,37.6,0,10,25.0,2,1,2,93.3,5,20,151,5,3,5,0,32,39,1.7,6.4
Caleb Moore,184780,DI,GA SOUTHRN,13,1,,,0.4,,,1,0,0,,174,70.4,61.1,51.1,60.4,60.2,83.5,0,,0.0,0,0,2,0.0,0,1,262,4,3,0,0,0,0,0.0,
Sekou Kromah,184788,ED,TEMPLE,7,0,,,1.6,,,0,0,0,,306,59.6,73.9,40.3,77.0,66.2,49.3,0,,60.0,3,0,1,0.0,0,2,127,4,2,0,0,0,0,0.0,
Eric Stuart,184793,LB,TEMPLE,11,3,0.3,83.3,90.5,12.6,10.5,0,0,0,0.0,306,62.6,53.8,19.1,63.5,47.4,82.1,0,22,0.0,0,0,1,98.3,10,133,147,7,11,12,0,91,92,0.7,9.1
Katin Surprenant,184794,LB,TEMPLE,10,0,1.9,100.0,88.1,10.4,10.4,0,0,0,0.0,306,43.2,68.0,81.3,57.9,82.3,54.3,0,32,66.7,4,0,0,118.8,8,96,109,1,2,8,0,110,95,1.3,13.8
Myles Davis,184800,S,TEXAS A&M,7,0,,,90.9,,,0,0,0,,312,68.2,66.4,78.4,47.2,67.6,56.4,0,,0.0,0,0,0,0.0,0,30,33,2,2,0,0,0,0,0.0,
Dashawn Fillmore,184801,S,TEXAS A&M,1,0,,,100.0,,,0,0,0,,312,60.7,60.9,67.1,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Tristan Jernigan,184806,LB,TEXAS A&M,1,0,,,50.0,,,0,0,0,,312,60.0,78.4,70.6,59.4,78.8,77.5,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Jordan Lockhart,184808,LB,TEXAS A&M,8,3,-2.5,87.5,93.7,8.3,7.3,0,0,0,0.0,312,67.4,67.8,0.0,74.8,65.3,74.4,0,13,14.3,1,0,1,79.2,7,59,63,3,3,8,0,16,40,0.3,2.3
Jordan Pride,184809,CB,TEXAS A&M,1,0,,,100.0,,,0,0,0,,312,60.0,60.7,67.6,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kyland Reed,184819,LB,BAYLOR,12,1,2.7,75.0,75.2,10.0,7.5,0,0,1,3.6,118,65.8,58.7,24.1,58.4,55.6,52.8,0,18,31.3,5,1,2,87.1,21,218,290,5,10,28,0,151,142,0.7,7.2
Kris Wokomah,184823,S,BAYLOR,1,0,,,100.0,,,0,0,0,,118,60.0,60.1,67.7,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Wyatt Archer,184825,S,IOWA STATE,4,0,,,7.4,,,0,0,0,,193,60.6,59.9,77.3,58.0,60.7,70.8,0,,,0,0,0,0.0,0,2,27,1,0,0,0,0,0,0.0,
Cael Brezina,184827,LB,IOWA STATE,11,4,5.9,90.9,76.8,13.3,12.1,0,0,1,9.1,193,82.8,70.4,38.7,57.1,60.0,76.5,0,34,0.0,0,1,1,113.6,10,139,181,5,8,11,0,124,66,0.9,12.4
Danny Inglis,184831,LB,IOWA STATE,1,0,,,100.0,,,0,0,0,,193,60.0,73.2,66.1,,69.2,73.2,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Mason Miller,184834,LB,IOWA STATE,1,0,3.0,0.0,100.0,,1.0,0,0,0,0.0,193,60.0,69.3,67.6,,56.5,,0,,,0,0,0,39.6,0,1,1,0,0,1,0,0,0,0.0,
Nick Reinickie,184837,LB,IOWA STATE,2,0,,,50.0,,,0,0,0,,193,60.0,55.5,73.0,59.4,54.2,76.3,1,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Quentin Taylor,184840,CB,IOWA STATE,10,1,9.2,61.8,98.7,10.3,6.4,1,2,6,17.6,193,74.1,72.3,27.6,57.2,67.0,68.4,0,21,11.1,2,4,3,89.0,21,222,225,2,15,34,1,209,41,1.0,10.0
Dakoda Fields,184844,CB,OREGON,3,0,8.0,33.3,87.5,13.0,4.3,0,0,0,0.0,264,65.5,65.4,75.7,56.5,64.4,73.5,0,7,0.0,0,0,0,42.4,1,14,16,0,1,3,0,7,2,0.5,7.0
Aaron Flowers,184845,S,OREGON,15,5,9.3,72.0,98.5,20.8,15.0,0,1,1,4.0,264,63.9,68.0,87.7,54.3,73.3,62.5,1,47,24.1,7,1,0,127.0,18,393,399,3,17,25,7,252,117,0.7,14.0
Sione Laulea,184853,CB,OREGON,6,0,12.6,33.3,100.0,21.0,7.0,0,0,2,22.2,264,76.7,77.0,78.9,,70.4,53.4,0,16,50.0,1,2,0,45.6,3,65,65,1,1,9,0,34,20,0.5,11.3
Kingston Lopa,184854,S,OREGON,11,1,11.6,80.0,100.0,21.3,17.0,0,1,2,40.0,264,62.8,61.3,80.9,,56.9,61.5,0,31,20.0,1,1,0,110.8,4,91,91,1,3,5,0,53,7,0.6,13.3
Kamar Mothudi,184858,LB,OREGON,3,0,,,70.0,,,0,0,0,,264,64.4,59.1,74.0,56.6,55.8,77.6,0,,0.0,0,0,0,0.0,0,7,10,0,1,0,0,0,0,0.0,
Brayden Platt,184860,LB,OREGON,3,0,11.7,66.7,82.4,6.5,4.3,0,0,0,0.0,264,41.2,55.0,73.4,67.9,72.7,74.3,0,24,,0,0,0,137.5,2,14,17,0,0,3,1,29,6,2.2,14.5
Elijah Rushing,184863,ED,OREGON,6,0,,,3.7,,,0,0,0,,264,60.0,51.1,80.1,53.5,50.7,75.4,0,,,0,0,0,0.0,0,1,27,0,0,0,0,0,0,0.0,
Malakai Hoeft,184873,LB,S JOSE ST,2,0,,,50.0,,,0,0,0,,285,60.5,61.2,71.0,60.0,60.0,,0,,,0,0,0,0.0,0,2,4,0,0,0,0,0,0,0.0,
Nassir Pitters,184876,LB,S JOSE ST,1,0,,,100.0,,,0,0,0,,285,60.0,61.0,64.5,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kaleb Beasley,184880,S,TENNESSEE,11,1,16.5,70.0,97.3,24.1,16.9,0,0,1,10.0,307,60.0,60.3,85.4,63.0,58.9,49.4,0,41,20.0,3,1,0,150.8,7,177,182,1,11,10,2,122,24,0.7,17.4
Boo Carter,184881,CB,TENNESSEE,8,4,6.0,73.1,92.5,6.7,4.9,0,0,4,15.4,307,58.4,62.4,83.9,57.2,74.4,61.4,0,56,25.0,4,2,1,131.9,19,135,146,7,8,26,2,270,186,2.1,14.2
Edrees Farooq,184882,S,TENNESSEE,13,3,9.6,82.4,94.3,26.2,21.6,0,1,2,11.8,307,68.4,67.7,87.8,90.8,55.3,48.0,2,33,11.4,4,2,1,111.9,14,395,419,2,28,17,2,186,78,0.5,13.3
Marcus Goree Jr.,184884,CB,TENNESSEE,2,0,,,100.0,,,0,0,0,,307,65.3,66.0,70.4,,60.5,,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
Kellen Lindstrom,184886,ED,TENNESSEE,3,0,3.0,100.0,16.7,4.0,4.0,0,0,0,0.0,307,50.3,54.7,78.6,58.3,60.1,,0,9,,0,0,0,104.2,1,4,24,0,0,1,0,9,6,2.3,9.0
Edwin Spillman,184892,LB,TENNESSEE,13,2,1.2,85.0,81.0,13.3,11.3,0,0,1,5.0,307,71.5,78.7,43.7,80.4,76.7,69.8,1,32,17.2,5,1,1,91.9,17,239,295,13,22,20,1,141,128,0.6,8.3
Devynn Cromwell,184896,S,MICH STATE,8,0,10.0,66.7,96.8,10.0,6.7,0,0,1,11.1,223,44.4,45.3,78.6,71.8,46.3,27.1,0,39,33.3,2,0,0,98.8,6,60,62,1,4,9,0,89,40,1.5,14.8
Will Holmes,184917,ED,UTAH ST,10,2,4.5,61.5,40.0,12.5,7.7,0,0,0,0.0,329,46.9,64.9,69.7,70.7,69.1,43.6,0,18,58.3,7,0,1,79.3,8,102,255,2,3,13,0,81,56,0.8,10.1
Courage Ugochukwu,184921,CB,UTAH ST,2,0,14.9,66.7,95.8,10.7,7.1,0,0,0,0.0,329,54.8,54.9,80.0,52.8,59.1,27.9,0,72,75.0,3,0,0,143.3,6,69,72,0,1,9,1,105,43,1.6,17.5
Deric Dandy,184929,ED,VA TECH,3,0,,,9.1,,,0,0,0,,337,60.0,65.1,74.2,60.0,65.4,,0,,,0,0,0,0.0,0,1,11,0,0,0,0,0,0,0.0,
Noah Jenkins,184933,S,VA TECH,1,0,,,100.0,,,0,0,0,,337,60.7,61.4,67.9,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Quentin Reddish,184938,S,VA TECH,3,0,43.0,0.0,100.0,,44.0,0,0,0,0.0,337,77.4,73.5,78.8,,65.4,81.5,1,,0.0,0,0,0,0.0,0,44,44,0,4,1,0,0,0,0.0,
Gabe Williams,184941,LB,VA TECH,1,0,,,100.0,,,0,0,0,,337,60.0,72.5,66.0,,66.8,73.2,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tyrese Boss,184946,CB,WYOMING,12,4,11.1,57.4,99.7,11.3,6.5,1,1,4,8.5,351,64.8,62.9,46.4,60.0,55.6,67.1,0,23,9.4,3,4,2,71.0,27,321,322,4,25,47,0,237,58,0.8,8.8
Markie Grant,184952,CB,WYOMING,12,4,13.5,46.2,100.0,11.8,5.4,0,0,4,15.4,351,65.1,64.4,16.7,,64.8,50.0,1,40,18.8,3,1,4,60.4,12,153,153,2,9,26,1,144,73,1.0,12.0
Gary Rutherford,184968,LB,WYOMING,6,1,6.5,50.0,82.6,18.0,9.0,0,0,0,0.0,351,65.5,65.8,77.5,56.6,64.7,70.8,0,4,0.0,0,0,0,56.3,1,19,23,1,2,2,0,4,7,0.2,4.0
Jamir Benjamin,184976,CB,UCLA,7,0,12.6,40.0,100.0,10.5,4.2,0,0,0,0.0,324,50.4,55.7,75.5,,66.4,82.0,0,14,0.0,0,0,0,97.5,2,22,22,0,1,5,1,27,0,1.3,13.5
Khristian Dunbar-Hawkins,184978,CB,N CAROLINA,2,0,16.0,100.0,100.0,19.0,19.0,0,0,0,0.0,245,61.6,62.0,75.6,,60.8,,0,16,,0,0,0,118.8,1,20,20,0,0,1,0,16,0,0.8,16.0
Isaiah Patterson,184981,LB,UNLV,13,2,3.6,94.1,87.3,5.8,5.4,0,0,1,5.9,325,42.7,54.0,83.1,58.8,65.7,59.3,0,48,33.3,3,1,0,132.1,16,96,110,1,4,17,1,187,128,2.0,11.7
Zavien Abercrombie,185126,CB,NEVADA,2,0,15.5,100.0,100.0,3.5,3.5,0,0,0,0.0,239,43.2,44.7,73.2,,60.9,73.5,0,22,0.0,0,0,0,118.8,2,8,8,0,1,2,0,30,-1,4.3,15.0
Turner Schmidt,185205,ED,JAMES MAD,4,0,,,4.2,,,0,0,0,,197,60.0,58.2,76.9,60.9,53.9,71.5,0,,,0,0,0,0.0,0,1,24,0,0,0,0,0,0,0.0,
Sanders Ellis,185222,LB,PURDUE,6,0,17.0,100.0,68.8,11.0,11.0,0,0,0,0.0,273,50.2,44.9,75.0,72.6,38.5,49.7,0,35,0.0,0,0,0,118.8,1,11,16,0,1,1,0,35,18,3.2,35.0
Caden Marshall,185228,LB,BOWL GREEN,7,4,5.1,83.3,92.5,9.5,7.9,0,0,3,16.7,122,64.2,60.6,79.8,70.8,53.3,73.3,0,42,16.7,3,3,0,125.2,15,160,173,7,11,18,1,173,98,1.2,11.5
Meikhi Cuttino,185320,LB,DELAWARE,3,0,7.5,100.0,78.6,5.0,5.0,0,0,0,0.0,151,66.1,61.1,76.0,57.7,53.7,44.3,0,11,0.0,0,0,0,100.0,2,11,14,0,1,2,0,16,1,1.6,8.0
Colin Gallagher,185321,LB,DELAWARE,11,1,3.0,75.0,82.5,20.3,15.3,0,0,0,0.0,151,52.3,65.3,81.7,45.3,79.4,63.4,0,19,25.0,1,0,1,93.8,3,66,80,0,2,4,0,28,30,0.5,9.3
Alex Nash-Lally,185324,S,DELAWARE,1,0,,,100.0,,,0,0,0,,151,63.5,63.1,67.2,,60.0,76.2,0,,0.0,0,0,0,0.0,0,4,4,1,1,0,0,0,0,0.0,
Trace Scott III,185326,ED,DELAWARE,13,0,,,1.2,,,0,0,0,,151,60.2,69.0,9.2,66.2,74.2,48.3,0,,100.0,1,0,3,0.0,0,2,164,3,0,0,0,0,0,0.0,
Kaeden Singleton,185328,ED,DELAWARE,11,0,,,7.5,,,0,0,0,,151,61.4,59.8,80.3,53.3,64.7,76.4,0,,,0,0,0,0.0,0,3,40,1,0,0,0,0,0,0.0,
Breylan Thompson,185444,CB,STANFORD,1,0,17.0,100.0,100.0,4.0,4.0,0,0,0,0.0,300,53.3,47.4,72.3,,48.4,77.9,0,18,0.0,0,0,0,118.8,1,4,4,0,1,1,0,18,1,4.5,18.0
Devin Rutherford,185506,CB,MO STATE,11,0,9.2,82.4,96.8,7.9,6.5,0,1,1,5.9,230,46.1,45.4,0.0,56.9,51.5,37.9,0,35,14.3,1,1,1,136.0,14,120,124,1,6,17,1,203,71,1.8,14.5
Jashawn Cooper,185518,LB,MO STATE,4,0,-0.3,66.7,90.5,19.0,12.7,0,0,0,0.0,230,58.8,61.0,76.0,65.8,60.7,61.2,0,3,33.3,1,0,0,70.1,2,38,42,2,2,3,0,5,9,0.1,2.5
Trey Ridley,185549,S,WASH STATE,2,0,14.0,0.0,100.0,,9.0,0,0,0,0.0,341,56.5,53.3,73.9,,51.9,37.5,0,,0.0,0,0,0,39.6,0,10,10,0,1,1,0,0,0,0.0,
Mekhi Rodgers,185758,CB,JAMES MAD,12,0,18.2,37.5,96.7,13.0,4.9,0,0,1,6.3,197,59.3,59.4,79.3,66.4,55.5,67.9,0,29,0.0,0,0,2,51.6,6,87,90,2,6,16,0,70,4,0.9,11.7
Delvon Gulley,186052,CB,UAB,10,1,11.7,66.7,96.6,8.8,5.9,1,1,5,18.5,321,55.8,59.9,28.7,67.2,72.0,50.5,0,60,21.4,3,5,6,121.5,18,171,177,4,10,27,2,254,118,1.6,14.1
Brody Bujnoch,186407,LB,AIR FORCE,10,3,1.6,85.7,86.5,6.9,5.9,0,0,0,0.0,101,59.6,60.7,81.4,64.2,59.5,77.7,0,24,8.3,1,0,0,116.4,12,90,104,4,8,14,1,87,80,1.0,7.3
Dallas Daley,186414,LB,AIR FORCE,8,8,3.4,72.0,81.0,9.7,7.0,0,1,2,8.0,101,58.8,64.7,81.3,74.0,64.6,54.4,0,31,23.3,7,2,0,96.9,18,183,226,5,15,25,0,209,156,1.2,11.6
Luke Fisher,186418,LB,AIR FORCE,6,2,6.3,87.5,84.1,9.3,8.1,0,0,0,0.0,101,43.6,48.4,79.9,62.5,53.9,44.9,0,75,12.5,1,0,0,158.3,7,69,82,1,5,8,1,152,112,2.3,21.7
Blake Fletcher,186420,LB,AIR FORCE,12,5,1.9,83.3,81.6,9.9,8.3,1,0,3,8.3,101,52.3,63.4,5.6,67.6,71.4,79.5,0,59,18.2,6,2,3,111.0,30,314,385,4,22,36,0,383,375,1.3,12.8
Houston Hendrix,186424,S,AIR FORCE,3,0,17.7,85.7,100.0,8.7,7.4,0,0,0,0.0,101,33.1,46.7,78.8,,78.8,28.6,0,80,20.0,1,0,0,158.3,6,54,54,2,4,7,2,174,75,3.3,29.0
Isaac Hubert,186428,ED,AIR FORCE,12,0,-0.7,100.0,12.3,6.2,6.2,0,0,1,16.7,101,66.1,77.3,90.6,74.6,73.6,75.5,0,9,18.2,2,0,0,79.2,6,38,310,9,9,6,0,10,14,0.3,1.7
David Santiago,186443,ED,MICH STATE,12,2,9.7,66.7,24.8,9.8,6.5,0,0,0,0.0,223,60.5,72.3,87.5,67.8,76.1,76.9,0,19,0.0,0,0,0,93.1,4,41,165,6,5,6,0,51,20,1.3,12.8
Grant Simmons,186445,WR,AIR FORCE,1,0,,,100.0,,,0,0,0,,101,61.4,62.1,66.0,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Geajorm Akpaloo,186457,LB,COAST CAR,8,1,3.8,66.7,75.0,9.3,6.2,0,0,1,11.1,141,54.6,45.0,83.6,52.9,40.0,74.2,0,46,0.0,0,1,0,97.9,6,57,76,1,5,9,0,87,77,1.6,14.5
Zach Cody,186462,CB,COAST CAR,4,0,9.2,40.0,100.0,24.0,9.6,0,0,1,20.0,141,71.0,63.3,78.5,,29.9,47.3,0,7,0.0,0,1,0,47.9,2,49,49,1,3,5,0,6,11,0.1,3.0
Kadon Crawford,186465,LB,COAST CAR,1,0,5.0,100.0,75.0,3.0,3.0,0,0,0,0.0,141,50.8,58.6,66.7,59.9,69.6,72.2,0,7,,0,0,0,95.8,1,3,4,0,0,1,0,7,2,2.3,7.0
Jaitlin Hampton,186470,CB,LA TECH,6,0,9.0,50.0,100.0,11.5,5.8,0,0,2,50.0,208,72.5,72.6,76.2,,63.2,38.8,0,11,33.3,1,1,0,56.3,2,26,26,2,2,4,0,12,10,0.5,6.0
Chase Jackson,186474,CB,COAST CAR,1,0,23.0,0.0,100.0,,9.0,0,0,0,0.0,141,53.5,55.7,73.3,,63.3,,0,,,0,0,0,39.6,0,10,10,0,0,1,0,0,0,0.0,
Se'Von McDowell,186481,LB,COAST CAR,11,4,3.2,76.0,78.6,11.7,8.9,0,0,0,0.0,141,62.3,62.3,0.0,62.5,65.3,49.2,0,16,29.0,9,0,3,85.8,19,231,294,10,18,25,0,122,86,0.5,6.4
Xavier McIntyre,186482,S,COAST CAR,1,0,23.0,0.0,100.0,,3.0,0,0,0,0.0,141,61.3,63.9,66.7,,61.6,75.3,0,,,0,0,0,39.6,0,3,3,0,0,1,0,0,0,0.0,
Deondre Shepherd,186491,S,BALL ST,4,1,1.0,66.7,98.3,28.0,18.7,0,0,0,0.0,117,54.2,56.1,79.6,59.6,60.5,40.5,0,13,28.6,2,0,0,86.8,2,59,60,0,4,3,0,21,20,0.4,10.5
Myles Woods,186498,S,COAST CAR,13,3,12.5,44.7,99.7,19.7,8.8,1,1,7,18.4,141,62.2,67.1,49.5,60.0,77.9,63.7,3,75,19.4,6,6,2,75.4,17,351,352,6,22,38,5,268,163,0.8,15.8
Aiden Benton,186504,ED,APP STATE,13,0,7.0,100.0,1.5,4.0,4.0,0,0,0,0.0,108,59.1,74.2,51.3,74.2,71.6,67.2,0,13,66.7,2,0,2,118.8,1,4,273,5,1,1,0,13,6,3.3,13.0
Naquan Crowder,186758,ED,MARSHALL,12,1,,,0.6,,,0,0,1,,214,65.5,76.5,54.5,62.3,82.8,72.7,0,,50.0,1,1,1,0.0,0,1,173,0,0,0,0,0,0,0.0,
Rashan Murray,186770,CB,PITTSBURGH,2,0,13.0,0.0,100.0,,18.0,0,0,1,100.0,268,57.7,59.1,76.1,,63.5,74.2,0,,0.0,0,1,2,39.6,0,20,20,0,1,1,0,0,0,0.0,
Charles Calhoun,186902,ED,TEMPLE,12,2,,,2.0,,,0,0,0,,306,74.2,61.1,15.4,66.0,56.5,48.6,0,,20.0,1,0,2,0.0,0,2,100,3,2,0,0,0,0,0.0,
Donte Harrison,187378,CB,N ILLINOIS,10,2,13.7,45.9,99.2,13.5,6.2,0,0,6,16.2,254,69.2,72.1,84.5,58.4,80.9,81.7,1,44,9.1,2,5,1,61.8,17,239,241,6,18,37,1,210,45,0.9,12.4
Miles Greer,187426,S,BUFFALO,12,1,9.8,61.5,95.6,18.1,11.2,0,2,3,11.5,126,71.9,75.2,88.2,64.6,77.8,80.9,0,16,5.6,1,3,2,87.2,16,306,320,7,16,26,1,131,55,0.5,8.2
Pooh Lawton,187529,S,TEMPLE,10,2,11.0,84.6,100.0,9.6,8.2,0,0,1,7.7,306,51.5,56.7,82.9,,63.6,81.0,1,35,0.0,0,0,0,121.0,11,115,115,0,8,13,3,146,64,1.4,13.3
Traevon Mitchell,187601,DI,USF,12,0,,,1.4,,,0,0,0,,327,49.8,80.2,66.7,76.7,82.3,60.6,0,,33.3,2,0,2,0.0,0,4,289,5,4,0,0,0,0,0.0,
Demarcus Hendricks,187816,ED,ARK STATE,13,5,9.0,100.0,4.8,6.0,6.0,0,0,0,0.0,113,64.8,78.0,69.3,79.2,71.5,67.1,0,12,30.0,3,0,1,104.2,2,12,249,10,2,2,0,18,0,1.5,9.0
Qua Moss,188077,S,KANSAS ST,12,2,9.1,59.5,95.3,12.4,7.4,0,0,3,8.1,199,74.9,68.2,84.7,69.8,47.9,75.9,2,52,3.7,1,2,1,49.9,22,286,300,14,24,37,0,185,130,0.7,8.4
Demetrius Ballard,188134,ED,BUFFALO,10,1,-5.0,100.0,3.8,3.0,3.0,0,0,0,0.0,126,62.3,69.7,35.9,74.4,64.1,71.4,0,7,0.0,0,0,1,95.8,1,3,78,1,0,1,0,7,12,2.3,7.0
Kobi Blackwell,188135,CB,BUFFALO,11,1,13.6,53.6,100.0,12.9,6.9,1,0,8,28.6,126,79.9,74.0,85.2,,43.5,70.7,1,34,0.0,0,6,1,74.9,15,205,205,4,14,28,1,209,48,1.1,13.9
Mikey Crawford,188140,CB,BUFFALO,3,0,18.0,0.0,100.0,,9.0,0,0,0,0.0,126,54.1,52.8,74.6,,55.4,77.0,0,,0.0,0,0,1,39.6,0,10,10,0,1,1,0,0,0,0.0,
Ronnell Davis,188141,CB,BUFFALO,3,0,-3.0,0.0,92.3,,11.0,0,0,0,0.0,126,66.3,59.8,78.5,60.0,50.4,78.9,0,,0.0,0,0,0,39.6,0,12,13,0,1,1,0,0,0,0.0,
John Keough,188146,S,BUFFALO,7,0,20.0,0.0,100.0,,27.0,0,0,0,0.0,126,67.5,72.2,77.0,,77.0,82.6,0,,0.0,0,0,0,39.6,0,32,32,0,1,1,0,0,0,0.0,
Brooklyn Cheek,188168,S,WYOMING,2,0,10.5,33.3,100.0,30.5,10.2,0,0,0,0.0,351,66.1,65.4,79.3,,60.4,67.7,0,9,0.0,0,0,0,42.4,2,64,64,2,6,6,0,15,7,0.2,7.5
Daniel James,188190,CB,CINCINNATI,12,1,15.9,62.5,99.3,13.0,8.1,0,0,2,12.5,138,61.4,59.2,19.3,60.0,55.6,74.8,0,30,10.0,1,2,3,91.1,10,143,144,1,8,16,0,142,35,1.1,14.2
George Leibold,188193,LB,CINCINNATI,1,0,-2.0,100.0,100.0,1.0,1.0,0,0,0,0.0,138,64.2,86.7,73.6,,77.0,78.0,0,1,0.0,0,0,0,79.2,1,1,1,1,1,1,0,1,3,1.0,1.0
Marquaze Parker,188195,ED,CINCINNATI,13,1,,,0.5,,,0,0,0,,138,67.9,55.1,63.4,58.4,51.0,55.8,0,,50.0,3,0,1,0.0,0,1,208,2,2,0,0,0,0,0.0,
Drew Robinson,188198,S,CINCINNATI,1,0,,,100.0,,,0,0,0,,138,60.0,60.0,65.4,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Marqavious Saboor,188199,S,CINCINNATI,2,0,12.0,0.0,100.0,,7.0,0,0,1,100.0,138,73.9,68.0,0.0,,72.3,84.5,0,,0.0,0,0,1,39.6,0,7,7,0,1,1,0,0,0,0.0,
Montay Weedon,188203,LB,CINCINNATI,12,2,2.5,85.7,83.3,9.9,8.5,0,0,0,0.0,138,59.8,57.8,86.1,55.5,55.5,29.4,0,30,28.6,4,0,0,117.3,12,125,150,6,8,14,1,90,72,0.8,7.5
Antonio Bottiggi,188220,ED,KENT STATE,10,0,,,6.7,,,0,0,0,,201,61.3,63.1,81.3,63.7,60.3,43.6,0,,,0,0,0,0.0,0,3,45,0,0,0,0,0,0,0.0,
Nylan Brown,188221,LB,KENT STATE,11,2,6.1,100.0,82.6,13.1,13.1,0,0,0,0.0,201,57.8,58.5,81.6,66.3,56.7,29.1,0,20,27.3,3,0,0,106.0,7,95,115,3,6,7,0,66,23,0.7,9.4
Martell Buchanan,188222,S,KENT STATE,1,0,,,100.0,,,0,0,0,,201,62.4,51.5,0.0,,60.0,,0,,,0,0,1,0.0,0,4,4,0,0,0,0,0,0,0.0,
Jaire Rawlison,188236,CB,KENT STATE,12,2,12.0,57.4,98.1,9.9,5.7,1,1,14,23.0,201,65.6,66.1,18.3,71.0,69.3,85.5,0,65,6.3,2,8,7,116.7,35,360,367,4,28,61,8,399,82,1.2,11.4
Clinton Robinson,188238,S,KENT STATE,7,0,23.5,50.0,92.7,37.0,18.5,0,0,1,50.0,201,65.7,61.3,0.0,57.6,61.5,60.0,1,21,50.0,1,0,1,87.5,1,38,41,0,1,2,1,21,1,0.6,21.0
Jaihien Roy,188239,ED,KENT STATE,12,1,,,9.0,,,0,0,0,,201,71.4,62.5,87.0,61.3,57.5,52.0,0,,25.0,1,0,0,0.0,0,15,167,3,2,0,0,0,0,0.0,
