player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Owen Long,191061,LB,COLO STATE,12,283,0,144,1,4.8,69.2,68.1,13.1,9.1,0,2,15.4,58.5,0,21,30.0,3,2,106.3,9,130,45.9,191,2,6,13,1,65,51,0.6,7.2,0,4,5.5,93.3,93.4,4.8,4.5,0,0,0.0,54.9,0,17,6.7,1,0,122.8,14,71,25.1,76,7,10,15,1,122,54,1.8,8.7
Jack Moran,191064,DI,COLO STATE,12,1,0,144,1,,,1.2,,,0,0,,60.2,0,,0.0,0,0,0.0,0,1,100.0,85,0,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,69.2,0,,0.0,0,0,0.0,0,0,0.0,32,0,0,0,0,0,0,,
Dagan Myers,191065,S,COLO STATE,6,31,0,144,0,44.0,100.0,85.7,17.0,17.0,0,0,0.0,55.7,0,45,,0,0,158.3,1,18,58.1,21,0,0,1,1,45,1,2.6,45.0,0,0,,,100.0,,,0,0,,64.9,0,,0.0,0,0,0.0,0,8,25.8,8,0,1,0,0,0,0,0.0,
AJ Noland,191066,S,COLO STATE,6,123,0,144,0,12.0,88.9,84.3,6.8,6.0,0,0,0.0,57.1,0,42,33.3,4,0,158.3,8,59,48.0,70,2,8,9,2,145,44,2.7,18.1,0,1,8.8,100.0,96.7,5.8,5.8,0,0,0.0,55.7,0,61,33.3,1,0,118.8,5,29,23.6,30,1,1,5,0,102,58,3.5,20.4
Auckland Asiata,191075,DI,FRESNO ST,3,1,0,169,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,24,0,0,0,0,0,0,,,0,0,,,3.3,,,0,0,,59.9,0,,,0,0,0.0,0,1,100.0,30,0,0,0,0,0,0,0.0,
Kiontre Harris,191083,CB,FRESNO ST,2,7,0,169,0,,,100.0,,,0,0,,63.5,0,,,0,0,0.0,0,5,71.4,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,
Tytus Khajavi,191085,LB,FRESNO ST,11,175,0,169,0,4.3,33.3,77.9,52.0,17.3,0,0,0.0,71.5,0,2,0.0,0,0,42.4,1,53,30.3,68,2,4,3,0,2,3,0.0,2.0,0,3,8.6,50.0,95.9,11.9,5.9,0,1,5.6,59.5,1,20,18.2,2,1,38.0,9,118,67.4,123,5,6,18,0,75,26,0.7,8.3
Loyall Mouzon,191087,CB,FRESNO ST,3,13,0,169,0,11.0,100.0,100.0,3.0,3.0,0,0,0.0,58.0,0,10,0.0,0,0,135.4,2,6,46.2,6,1,1,2,1,14,0,2.3,7.0,0,0,6.0,100.0,100.0,7.0,7.0,0,0,0.0,65.8,0,6,0.0,0,0,91.7,1,7,53.8,7,0,1,1,0,6,0,0.9,6.0
Jordan Pierro,191090,S,LA TECH,1,1,0,208,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Logan Studt,191092,LB,FRESNO ST,11,66,0,169,0,-5.0,50.0,81.8,17.0,8.5,0,0,0.0,77.4,0,-3,0.0,0,0,56.3,1,18,27.3,22,2,2,2,0,-3,1,-0.2,-3.0,0,1,4.0,100.0,100.0,9.2,9.2,0,0,0.0,61.1,0,14,0.0,0,0,97.5,5,46,69.7,46,1,1,5,0,37,17,0.8,7.4
Dillano Glaud,191096,LB,LIBERTY,6,40,0,206,0,,,61.5,,,0,0,,70.4,0,,,0,0,0.0,0,8,20.0,13,0,0,0,0,0,0,0.0,,0,0,-6.0,100.0,100.0,12.5,12.5,0,0,0.0,70.5,0,11,0.0,0,0,89.6,2,26,65.0,26,2,3,2,0,11,23,0.4,5.5
Michael Pangaro,191118,S,UMASS,4,11,0,216,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,,0,0,,,88.9,,,0,0,,64.4,0,,,0,0,0.0,0,8,72.7,9,0,0,0,0,0,0,0.0,
Keith Sarkodieh,191120,S,UMASS,7,30,0,216,0,,,100.0,,,0,0,,66.3,0,,0.0,0,0,0.0,0,10,33.3,10,0,1,0,0,0,0,0.0,,0,0,11.0,100.0,94.7,5.7,5.7,0,0,0.0,51.0,0,20,0.0,0,0,118.1,3,18,60.0,19,0,4,3,0,37,4,2.2,12.3
Noah Carter,191124,ED,ALABAMA,10,23,0,103,0,,,36.4,,,0,0,,61.7,0,,,0,0,0.0,0,4,17.4,11,1,0,0,0,0,0,0.0,,0,1,7.0,0.0,42.5,,17.0,0,0,0.0,65.9,0,,0.0,0,0,39.6,0,17,73.9,40,0,1,1,0,0,0,0.0,
QB Reese,191138,LB,ALABAMA,2,10,0,103,0,,,66.7,,,0,0,,60.9,0,,,0,0,0.0,0,2,20.0,3,0,0,0,0,0,0,0.0,,0,0,28.0,0.0,100.0,,7.0,0,0,0.0,71.3,0,,,0,0,39.6,0,7,70.0,7,0,0,1,0,0,0,0.0,
Austin Alexander,191161,CB,KANSAS,12,284,0,198,0,13.5,63.6,100.0,10.0,6.4,0,0,0.0,49.1,0,78,33.3,2,0,137.5,7,72,25.4,72,1,4,11,1,150,55,2.1,21.4,0,2,5.9,75.0,99.3,9.6,7.2,0,0,0.0,71.4,0,32,16.7,4,0,94.8,15,150,52.8,151,7,18,20,0,145,88,1.0,9.7
Jon Jon Kamara,191170,LB,KANSAS,11,93,0,198,0,22.0,0.0,73.3,,21.0,0,0,0.0,69.3,0,,,0,0,39.6,0,22,23.7,30,0,0,1,0,0,0,0.0,,0,2,11.6,80.0,76.2,11.3,9.0,0,0,0.0,54.1,0,26,0.0,0,0,118.8,4,48,51.6,63,1,3,5,0,63,24,1.4,15.8
DJ Warner,191178,ED,SMU,12,24,0,287,0,,,21.4,,,0,0,,64.5,0,,0.0,0,0,0.0,0,9,37.5,42,1,2,0,0,0,0,0.0,,0,0,20.0,0.0,11.5,,12.0,0,0,0.0,54.0,0,,100.0,1,0,39.6,0,12,50.0,104,1,0,1,0,0,0,0.0,
Pat Broomfield,191183,CB,OLE MISS,1,1,0,226,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Will Echoles,191186,DI,OLE MISS,15,4,0,226,1,,,4.3,,,0,1,,62.5,0,,0.0,0,1,0.0,0,3,75.0,70,0,1,0,0,0,0,0.0,,0,2,,,0.3,,,0,0,,67.9,0,,50.0,4,0,0.0,0,1,25.0,302,7,2,0,0,0,0,0.0,
Fatt Forrest,191196,S,MISS STATE,2,8,0,227,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,65.3,0,,,0,0,0.0,0,8,100.0,8,0,0,0,0,0,0,0.0,
Cyrus Reyes,191207,S,MISS STATE,3,22,0,227,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,6.0,50.0,100.0,13.0,6.5,0,1,50.0,50.5,0,11,,0,1,66.7,1,16,72.7,16,0,0,2,0,11,10,0.8,11.0
Dexter Foster,191212,LB,OREGON ST,7,199,0,265,0,,,59.2,,,0,0,,59.9,0,,,0,0,0.0,0,45,22.6,76,0,0,0,0,0,0,0.0,,0,0,-1.1,88.9,94.7,15.1,13.4,0,0,0.0,51.4,0,21,28.6,2,0,100.9,8,126,63.3,133,2,5,9,0,74,83,0.6,9.3
Shamar Meikle,191220,ED,OREGON ST,11,46,0,265,0,0.5,100.0,31.1,7.0,7.0,0,0,0.0,70.4,0,11,0.0,0,0,95.8,2,14,30.4,45,2,1,2,0,14,13,1.0,7.0,0,1,2.6,80.0,28.0,6.8,5.4,0,0,0.0,70.0,0,34,0.0,0,0,158.3,4,28,60.9,100,4,3,5,1,68,55,2.5,17.0
Chris Jones,191241,LB,SO MISS,13,281,0,296,3,6.8,100.0,66.7,12.0,12.0,0,0,0.0,71.4,0,26,0.0,0,0,111.5,4,52,18.5,78,2,1,4,0,43,16,0.9,10.8,0,8,9.3,68.2,79.0,11.8,8.0,0,1,4.5,42.5,1,34,26.9,7,1,83.3,15,184,65.5,233,6,11,22,0,229,122,1.3,15.3
Layne Gerke,191256,S,TEXAS A&M,1,1,0,312,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Kevin Longstreet,191258,CB,USC,4,45,0,326,0,8.7,57.1,88.5,5.3,3.0,0,2,28.6,57.6,0,13,0.0,0,2,106.5,4,23,51.1,26,2,3,7,1,29,6,1.4,7.3,0,0,6.0,100.0,95.2,9.5,9.5,0,1,50.0,68.4,0,18,0.0,0,1,114.6,2,20,44.4,21,0,1,2,0,23,11,1.2,11.5
David Coffey,191296,CB,IOWA STATE,6,90,0,193,0,42.0,0.0,100.0,,15.0,0,1,100.0,71.0,0,,,0,0,39.6,0,17,18.9,17,0,0,1,0,0,0,0.0,,0,1,9.7,80.0,98.3,7.0,5.6,0,1,10.0,58.5,0,19,0.0,0,1,102.1,8,58,64.4,59,1,8,10,0,85,10,1.5,10.6
Khijohnn Cummings-Coleman,191297,S,IOWA STATE,5,52,0,193,0,23.0,33.3,92.3,12.0,4.0,0,1,33.3,62.5,0,35,,0,1,78.5,1,12,23.1,13,0,0,3,0,35,0,2.9,35.0,0,0,6.0,50.0,100.0,15.0,7.5,0,0,0.0,57.8,0,13,,0,0,56.3,2,30,57.7,30,0,0,4,0,8,14,0.3,4.0
Beau Goodwin,191301,LB,IOWA STATE,5,54,0,193,0,2.0,100.0,75.0,8.0,8.0,0,0,0.0,55.4,0,29,33.3,1,0,118.8,1,9,16.7,12,0,2,1,0,29,27,3.6,29.0,0,0,-1.0,100.0,92.5,17.5,17.5,0,0,0.0,52.6,0,12,50.0,1,0,87.5,2,37,68.5,40,0,1,2,0,10,12,0.3,5.0
Marcus Neal Jr.,191309,S,IOWA STATE,12,353,0,193,0,6.4,100.0,83.1,11.4,11.4,0,0,0.0,58.7,0,16,33.3,2,0,147.9,5,59,16.7,71,1,4,5,1,50,18,0.9,10.0,0,6,3.8,68.4,89.2,16.8,11.5,0,1,5.3,70.6,0,38,9.5,2,1,83.7,13,224,63.5,251,7,13,19,0,112,76,0.5,8.6
Carson Van Dinter,191316,S,IOWA STATE,9,113,0,193,0,10.8,60.0,100.0,6.7,4.0,0,0,0.0,52.9,0,35,50.0,1,0,87.1,3,22,19.5,22,1,1,5,0,42,29,2.1,14.0,0,3,9.2,69.2,100.0,7.4,5.2,0,1,7.7,45.5,0,37,18.2,2,1,131.9,9,68,60.2,68,1,6,13,1,145,64,2.2,16.1
Connor Welsch,191317,S,IOWA STATE,3,12,0,193,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-1.0,100.0,100.0,3.5,3.5,0,0,0.0,55.4,0,12,50.0,1,0,102.1,2,8,66.7,8,0,1,2,0,17,19,2.4,8.5
Ify Obidegwu,191324,CB,OREGON,15,223,0,264,0,10.4,46.7,100.0,8.9,4.1,1,2,13.3,57.1,0,35,33.3,2,2,106.9,7,67,30.0,67,2,4,15,2,95,19,1.5,13.6,0,0,12.3,53.3,99.3,16.6,8.9,0,3,20.0,69.8,1,28,0.0,0,2,45.4,8,137,61.4,138,1,8,15,0,96,48,0.7,12.0
Dylan Williams,191328,LB,OREGON,5,15,0,264,0,,,83.3,,,0,0,,61.7,0,,,0,0,0.0,0,5,33.3,6,1,0,0,0,0,0,0.0,,0,0,3.0,0.0,100.0,,8.0,0,0,0.0,62.8,0,,,0,0,39.6,0,9,60.0,9,0,0,1,0,0,0,0.0,
Peyton Woodyard,191329,S,OREGON,11,83,0,264,0,14.0,100.0,96.9,9.7,9.7,0,0,0.0,55.8,0,31,0.0,0,0,118.8,3,31,37.3,32,0,2,3,0,48,6,1.7,16.0,0,0,-2.3,66.7,100.0,20.5,13.7,0,0,0.0,76.6,1,3,20.0,1,0,30.6,2,43,51.8,43,1,4,3,0,6,11,0.1,3.0
Tyler Armstead,191330,CB,PENN STATE,1,8,0,266,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,4,50.0,4,0,0,0,0,0,0,0.0,
Dejuan Lane,191339,S,PENN STATE,12,148,0,266,0,5.4,80.0,100.0,12.8,10.2,0,0,0.0,60.9,0,11,20.0,1,0,127.1,4,55,37.2,55,2,4,5,1,25,11,0.5,6.3,0,0,8.4,85.7,91.9,11.3,9.7,0,1,14.3,75.8,0,29,0.0,0,1,108.3,6,68,45.9,74,4,8,7,0,70,15,1.0,11.7
Anthony Speca,191342,LB,PENN STATE,5,22,0,266,0,,,50.0,,,0,0,,60.8,0,,,0,0,0.0,0,3,13.6,6,0,0,0,0,0,0,0.0,,0,0,3.7,100.0,87.5,4.7,4.7,0,0,0.0,46.2,0,9,100.0,1,0,91.7,3,14,63.6,16,0,0,3,0,18,7,1.3,6.0
Mylachi Williams,191343,ED,PENN STATE,5,2,0,266,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,13,0,0,0,0,0,0,0.0,,0,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,12,0,0,0,0,0,0,0.0,
Kenny Woseley Jr.,191344,CB,PENN STATE,11,128,0,266,0,13.6,60.0,88.7,14.3,8.6,0,2,40.0,68.5,0,32,20.0,1,1,100.4,3,47,36.7,53,1,4,5,0,58,21,1.3,19.3,0,0,-1.0,85.7,93.3,9.3,8.0,0,0,0.0,69.6,0,9,0.0,0,0,85.1,6,56,43.8,60,3,4,7,0,31,33,0.6,5.2
Malik Esquerra,191348,S,TEXAS TECH,11,83,0,315,0,2.0,0.0,100.0,,13.0,0,0,0.0,65.5,0,,100.0,1,0,39.6,0,13,15.7,13,0,0,1,0,0,0,0.0,,0,0,14.0,0.0,100.0,,44.0,0,0,0.0,62.3,0,,0.0,0,0,39.6,0,47,56.6,47,0,1,1,0,0,0,0.0,
Ashton Hampton,191349,CB,TEXAS TECH,6,56,0,315,0,11.0,0.0,100.0,,9.0,0,0,0.0,70.6,0,,0.0,0,0,39.6,0,9,16.1,9,0,1,1,0,0,0,0.0,,0,0,18.2,0.0,100.0,,5.4,0,2,40.0,82.4,0,,50.0,1,1,39.6,0,29,51.8,29,0,1,5,0,0,0,0.0,
Oliver Miles III,191351,S,TEXAS TECH,5,24,0,315,0,6.0,100.0,100.0,3.0,3.0,0,0,0.0,44.1,0,26,,0,0,158.3,1,4,16.7,4,0,0,1,1,26,20,8.7,26.0,0,0,24.0,100.0,100.0,13.0,13.0,0,0,0.0,60.9,0,16,,0,0,158.3,1,14,58.3,14,0,0,1,1,16,0,1.2,16.0
Peyton Morgan,191352,S,TEXAS TECH,8,64,0,315,0,11.7,33.3,100.0,8.0,2.7,0,1,33.3,67.7,0,18,,0,1,54.9,1,8,12.5,8,0,0,3,0,18,5,2.3,18.0,0,2,13.0,100.0,100.0,36.0,36.0,0,2,200.0,77.6,0,15,0.0,0,2,118.8,1,38,59.4,38,0,3,1,0,15,2,0.4,15.0
Cheta Ofili,191355,ED,TEXAS TECH,7,7,0,315,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,2.0,100.0,28.0,3.5,3.5,0,0,0.0,50.8,0,4,,0,0,79.2,2,7,100.0,25,0,0,2,0,3,-1,0.4,1.5
Eddy Smith,191356,ED,TEXAS TECH,3,1,0,315,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,
Gio Kafentzis,191365,S,UTAH ST,3,27,0,329,0,11.0,0.0,100.0,,3.3,0,1,33.3,47.6,0,,,0,1,39.6,0,11,40.7,11,0,0,3,0,0,0,0.0,,0,0,7.5,0.0,100.0,,7.5,0,0,0.0,82.2,1,,100.0,1,0,0.0,0,15,55.6,15,0,0,2,0,0,0,0.0,
Malik McConico,191369,S,ARK STATE,1,6,0,113,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,5.0,0.0,100.0,,2.5,0,1,50.0,78.5,0,,,0,1,39.6,0,5,83.3,5,0,0,2,0,0,0,0.0,
Tanner Williams,191375,LB,S DIEGO ST,3,24,0,284,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,3,0,0,0,0,0,0,0.0,,0,0,18.0,0.0,100.0,,16.0,0,0,0.0,58.2,0,,,0,0,39.6,0,17,70.8,17,0,0,1,0,0,0,0.0,
Favor Bate,191613,ED,BOSTON COL,12,8,0,121,2,,,4.5,,,0,0,,64.8,0,,0.0,0,0,0.0,0,3,37.5,67,0,0,0,0,0,0,0.0,,0,1,,,5.3,,,0,0,,65.0,0,,33.3,1,0,0.0,0,4,50.0,75,2,1,0,0,0,0,0.0,
Willy Love,191668,S,TEMPLE,2,4,0,306,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Hieko Malone,191782,LB,MO STATE,1,5,0,230,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.0,100.0,100.0,2.0,2.0,0,0,0.0,49.6,0,17,100.0,1,0,118.8,1,2,40.0,2,0,0,1,0,17,16,8.5,17.0
Anthony Palano,192037,LB,WASH STATE,12,191,0,341,2,-2.0,50.0,67.2,38.0,19.0,0,0,0.0,76.2,0,4,14.3,1,0,56.3,1,39,20.4,58,4,4,2,0,4,4,0.1,4.0,0,2,5.2,70.0,92.5,13.1,9.2,1,2,20.0,56.8,0,12,31.6,6,2,76.7,7,98,51.3,106,5,11,10,0,39,27,0.4,5.6
Leroy Harris III,192102,ED,KANSAS,12,46,0,198,0,,,21.2,,,0,0,,94.1,0,,,0,0,0.0,0,11,23.9,52,0,0,0,0,0,0,0.0,,0,0,1.5,100.0,21.4,5.3,5.3,1,0,0.0,52.6,0,12,50.0,2,0,91.7,4,22,47.8,103,5,2,4,0,24,18,1.1,6.0
Frankie Edwards III,192650,CB,NEW MEXICO,12,291,0,241,1,16.6,40.0,97.5,19.0,7.6,0,0,0.0,67.7,0,12,0.0,0,0,51.3,2,39,13.4,40,1,2,5,0,19,9,0.5,9.5,0,4,6.8,68.8,100.0,8.4,5.8,0,1,3.1,64.3,0,54,11.1,3,1,100.8,22,195,67.0,195,10,20,32,1,238,111,1.3,10.8
Cole Nilles,192761,LB,TEXAS ST,10,74,0,314,0,15.0,100.0,86.2,22.0,22.0,0,0,0.0,57.0,0,33,0.0,0,0,118.8,1,25,33.8,29,0,2,1,0,33,18,1.5,33.0,0,0,4.7,100.0,85.7,4.0,4.0,0,0,0.0,45.5,0,22,50.0,2,0,108.9,7,30,40.5,35,1,2,7,0,71,38,2.5,10.1
Darrell Gipson Jr.,192976,LB,CINCINNATI,1,2,0,138,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.7,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Andrew Baker,193089,LB,W MICHIGAN,1,4,0,347,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,63.2,0,,0.0,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Chalil Cummings,193161,CB,PURDUE,3,21,0,273,0,28.0,0.0,100.0,,4.0,0,1,100.0,60.5,0,,,0,1,39.6,0,6,28.6,6,0,0,1,0,0,0,0.0,,0,0,30.0,0.0,100.0,,11.0,0,1,100.0,76.0,0,,0.0,0,1,39.6,0,11,52.4,11,0,2,1,0,0,0,0.0,
Nate Riegle,193188,ED,OHIO,5,1,0,259,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,16,0,0,0,0,0,0,0.0,
Leroy Roker III,193190,S,OHIO STATE,8,38,0,260,1,4.5,100.0,100.0,7.5,7.5,0,0,0.0,60.7,0,7,33.3,1,0,129.2,2,16,42.1,16,0,1,2,1,11,6,0.7,5.5,0,0,11.0,0.0,100.0,,19.0,0,1,100.0,74.8,0,,0.0,0,1,39.6,0,20,52.6,20,0,1,1,0,0,0,0.0,
David Kabongo,193199,S,OKLA STATE,4,57,0,262,0,9.0,100.0,100.0,15.0,15.0,0,0,0.0,58.5,0,17,0.0,0,0,118.8,1,15,26.3,15,0,1,1,0,17,8,1.1,17.0,0,0,9.3,100.0,100.0,11.0,11.0,0,0,0.0,60.5,0,36,40.0,2,0,118.8,3,35,61.4,35,1,3,3,0,42,14,1.3,14.0
MaLik Caswell,193212,CB,SO MISS,6,24,0,296,0,12.0,100.0,100.0,5.0,5.0,0,0,0.0,57.3,0,19,0.0,0,0,118.8,1,6,25.0,6,0,2,1,0,19,7,3.8,19.0,0,0,15.0,50.0,85.7,12.0,6.0,0,0,0.0,64.1,1,22,0.0,0,0,50.0,1,12,50.0,14,0,1,2,0,22,3,1.8,22.0
Corey Myrick,193227,S,SO MISS,13,384,0,296,1,4.7,66.7,100.0,40.5,27.0,0,0,0.0,71.1,0,6,40.0,2,0,109.7,2,86,22.4,86,1,2,3,1,9,7,0.1,4.5,0,6,6.0,69.2,99.6,13.1,9.0,0,1,3.8,83.9,2,17,14.3,6,1,43.1,18,242,63.0,243,7,30,26,0,96,83,0.4,5.3
Guylijah Theodule,193231,CB,SO MISS,2,23,0,296,0,19.7,33.3,100.0,5.0,1.7,0,1,33.3,67.0,0,20,0.0,0,1,57.6,1,5,21.7,5,0,1,3,0,20,7,4.0,20.0,0,0,,,100.0,,,0,0,,70.5,0,,,0,0,0.0,0,11,47.8,11,0,0,0,0,0,0,0.0,
T.J. Banks,193233,S,OLE MISS,13,129,0,226,0,8.3,33.3,100.0,26.0,8.7,0,0,0.0,56.5,0,6,66.7,2,0,42.4,1,27,20.9,27,1,1,3,0,6,11,0.2,6.0,0,1,20.0,33.3,100.0,42.0,14.0,1,0,0.0,39.0,0,21,50.0,4,0,48.6,2,86,66.7,86,0,3,6,0,27,16,0.3,13.5
Jaden Kelly,193307,LB,KENNESAW,5,64,0,200,0,,,44.4,,,0,0,,60.6,0,,,0,0,0.0,0,4,6.3,9,0,0,0,0,0,0,0.0,,0,0,9.0,25.0,87.8,41.0,10.3,0,0,0.0,41.9,0,23,33.3,1,0,51.0,1,43,67.2,49,1,2,4,0,23,1,0.6,23.0
Marcellus Barnes Jr.,193427,CB,SMU,12,344,0,287,1,11.3,33.3,100.0,14.0,4.7,0,5,33.3,64.9,0,36,0.0,0,3,73.5,5,81,23.5,81,2,4,15,1,77,11,1.1,15.4,0,2,12.8,65.2,100.0,15.0,9.8,0,3,13.0,64.0,1,32,12.5,2,2,73.6,15,237,68.9,237,4,12,23,0,195,46,0.9,13.0
Ben Kamara,194438,CB,AKRON,10,143,0,102,0,8.5,0.0,100.0,,8.5,0,0,0.0,66.1,0,,0.0,0,0,39.6,0,18,12.6,18,0,1,2,0,0,0,0.0,,0,2,15.5,54.2,100.0,8.2,4.4,0,3,12.5,57.6,1,89,14.3,2,2,106.1,13,111,77.6,111,4,10,24,2,279,107,2.6,21.5
Keshawn Lyons,194993,CB,N ILLINOIS,2,9,0,254,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,2,22.2,2,0,0,0,0,0,0,0.0,,0,1,6.0,100.0,100.0,5.0,5.0,0,0,0.0,41.1,0,19,0.0,0,0,118.8,1,6,66.7,6,0,2,1,0,19,13,3.8,19.0
Korey Johnson,197021,CB,AIR FORCE,12,243,0,101,2,16.6,44.4,100.0,15.0,6.7,0,1,11.1,53.5,0,24,0.0,0,0,112.0,4,66,27.2,66,0,0,9,2,72,20,1.2,18.0,0,0,10.2,88.9,100.0,8.2,7.3,0,0,0.0,50.6,0,56,11.8,2,0,155.8,16,140,57.6,140,5,15,18,2,276,141,2.1,17.3
Nick Beckwith,197023,S,AIR FORCE,6,151,0,101,1,12.1,66.7,81.8,6.8,4.6,1,1,11.1,55.4,0,17,0.0,0,1,88.7,6,45,29.8,55,0,4,9,0,67,30,1.6,11.2,0,1,11.7,64.3,87.1,8.4,5.4,0,0,0.0,33.4,0,38,16.7,1,0,116.1,9,81,53.6,93,1,4,14,1,123,41,1.6,13.7
Jamie Tremble,197056,ED,SYRACUSE,11,53,0,304,0,4.5,100.0,37.7,11.0,11.0,0,0,0.0,50.9,0,21,0.0,0,0,158.3,2,23,43.4,61,1,1,2,1,32,23,1.5,16.0,0,0,1.5,100.0,41.3,11.5,11.5,0,0,0.0,58.4,0,6,66.7,2,0,83.3,2,26,49.1,63,3,1,2,0,8,5,0.3,4.0
Ibn McDaniels,197075,CB,SYRACUSE,7,63,0,304,0,14.3,66.7,100.0,13.5,9.0,0,0,0.0,55.5,0,12,100.0,1,0,86.8,2,29,46.0,29,0,0,3,0,21,7,0.8,10.5,0,0,1.9,100.0,93.3,4.0,4.0,0,0,0.0,58.4,0,18,0.0,0,0,101.2,7,28,44.4,30,1,1,7,0,58,45,2.1,8.3
Jaris McIntosh,197506,CB,AIR FORCE,1,3,0,101,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.7,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Fatim Diggs,197576,LB,SYRACUSE,1,4,0,304,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,2,0,0,0,0,0,0,0.0,,0,1,,,75.0,,,0,0,,63.4,0,,0.0,0,0,0.0,0,3,75.0,4,0,0,0,0,0,0,0.0,
